chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
64,32,8,128,6,2,1,0,0,"(3, 2, 1, 0, 4)",hpclab61.idi.ntnu.no,19.598759,"[19.856755, 19.571585, 19.641785, 19.581654, 19.619105, 19.582274, 19.642324, 19.582725, 19.607784, 19.567314]",1702759334688,True,0.5426674999995157
8,32,4,4,12,0,1,0,0,"(0, 2, 3, 1, 4)",hpclab61.idi.ntnu.no,5.6425945,"[5.676144, 5.617894, 5.590844, 5.660124, 5.628064, 5.694864, 5.697085, 5.583444, 5.574494, 5.671214]",1702759335580,True,0.25670220000029076
16,4,16,16,8,1,1,1,0,"(0, 3, 1, 2, 4)",hpclab61.idi.ntnu.no,3.415053,"[3.636283, 3.469762, 3.429123, 3.451222, 3.434053, 3.415132, 3.404853, 3.410292, 3.396812, 3.407793]",1702759336383,True,0.13476019999943673
64,8,32,8,4,2,1,0,0,"(1, 3, 0, 2, 4)",hpclab61.idi.ntnu.no,76.2387865,"[75.769927, 76.441697, 76.308856, 76.157797, 76.308756, 76.062916, 76.408038, 75.778717, 75.996386, 76.292096]",1702759340830,True,1.997760500000004
2,32,16,2,6,1,1,0,0,"(1, 2, 3, 0, 4)",hpclab62.idi.ntnu.no,638.024006,"[639.074529, 638.572839, 638.758139, 635.950685, 637.663402, 639.285547, 634.836052, 637.596741, 639.220186, 637.165272]",1702759357152,True,14.117020499999853
256,16,32,1,16,0,0,1,0,"(3, 0, 1, 2, 4)",hpclab62.idi.ntnu.no,79.94375149999999,"[79.876868, 79.937107, 79.933287, 79.932177, 79.908137, 79.932457, 79.893157, 79.902737, 79.917718, 79.909756]",1702759361788,True,1.831973199999993
512,16,4,32,8,2,0,1,0,"(0, 2, 1, 3, 4)",hpclab62.idi.ntnu.no,5.6367595,"[6.744696, 6.16614, 5.928868, 6.796686, 5.56819, 4.983181, 5.27616, 5.820278, 5.162662, 5.13742]",1702759362682,True,0.1683461000000534
1024,16,2,32,12,1,0,1,0,"(1, 2, 3, 0, 4)",hpclab62.idi.ntnu.no,6.544537,"[6.620597, 6.557306, 6.549989, 6.552397, 6.549937, 6.474728, 6.476207, 6.559707, 6.550908, 6.476008]",1702759363645,True,0.1809614000001602
256,16,8,16,14,1,0,1,0,"(1, 3, 0, 2, 4)",hpclab62.idi.ntnu.no,21.1742345,"[21.26685, 21.16497, 21.12922, 21.16928, 21.222788, 21.22443, 21.27111, 23.110035, 19.183794, 19.092483]",1702759365333,True,0.550571200000195
1024,2,8,2,2,2,0,0,0,"(2, 3, 1, 0, 4)",hpclab62.idi.ntnu.no,19.970247,"[19.995822, 20.012522, 19.999982, 19.980422, 19.941441, 19.959972, 19.944002, 19.947692, 19.959972, 19.992642]",1702759366967,True,0.468245300000126
128,2,8,64,10,0,0,0,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,1.9331165,"[3.206004, 2.096536, 1.910117, 1.871737, 1.873886, 1.874166, 1.888016, 1.880986, 1.902206, 1.877936]",1702759367680,True,0.09675099999985833
256,4,8,256,10,1,0,1,0,"(3, 2, 0, 1, 4)",hpclab62.idi.ntnu.no,20.126276500000003,"[20.5624, 20.463721, 20.433841, 20.58573, 20.459431, 20.548211, 20.60799, 20.430841, 20.591581, 20.49521]",1702759369325,True,0.5340284000001703
8,16,8,4,10,1,0,0,0,"(3, 1, 2, 0, 4)",hpclab62.idi.ntnu.no,39.29793,"[39.252845, 39.549274, 39.327825, 39.076705, 39.373475, 39.305425, 39.247695, 39.343264, 39.295085, 39.164765]",1702759371903,True,0.9945698999999877
32,8,32,256,2,1,0,1,0,"(0, 3, 1, 2, 4)",hpclab62.idi.ntnu.no,25.220371,"[25.391221, 25.431692, 25.170012, 25.160112, 25.152401, 25.152202, 25.351262, 25.174431, 25.150002, 25.184023]",1702759373799,True,0.5699335000001156
4,32,8,32,8,2,0,0,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,32.259114999999994,"[31.547076, 32.490857, 31.911942, 31.873923, 31.872384, 32.008201, 32.372697, 34.786263, 32.162589, 32.347518]",1702759326725,True,0.8590436999998928
64,32,16,8,16,0,1,1,0,"(2, 0, 3, 1, 4)",hpclab63.idi.ntnu.no,3.4956240000000003,"[4.256016, 3.917699, 3.781902, 3.736022, 3.578013, 3.528163, 3.476394, 3.423896, 3.427895, 3.393726]",1702759327527,True,0.14295669999992242
16,2,32,16,2,0,1,1,0,"(0, 3, 1, 2, 4)",hpclab63.idi.ntnu.no,24.371435,"[25.039153, 25.245471, 24.812196, 24.18422, 24.843396, 24.817446, 25.884363, 24.108843, 24.691107, 24.387319]",1702759329383,True,0.571374000000651
4,16,16,32,12,1,1,1,0,"(3, 2, 0, 1, 4)",hpclab63.idi.ntnu.no,156.69431400000002,"[156.171769, 156.408236, 157.135028, 156.612793, 156.97626, 156.836101, 157.154397, 157.208937, 156.436116, 156.98024]",1702759337845,True,3.5488506000001507
16,32,32,16,10,0,1,0,0,"(3, 0, 2, 1, 4)",hpclab63.idi.ntnu.no,161.4296345,"[161.902998, 160.469363, 160.357486, 160.84515, 161.658591, 162.098799, 162.425813, 161.173397, 161.523844, 161.335425]",1702759346506,True,3.6464835000006133
4,32,16,8,2,2,0,0,0,"(2, 3, 0, 1, 4)",hpclab63.idi.ntnu.no,284.13741000000005,"[283.505261, 282.179836, 283.757999, 282.783439, 283.702659, 284.6145, 285.098246, 284.283773, 282.556892, 284.329313]",1702759361385,True,6.400729500000307
8,8,2,1,2,1,1,1,0,"(2, 3, 1, 0, 4)",hpclab63.idi.ntnu.no,4.925324,"[4.961529, 4.948589, 4.900548, 4.95547, 4.972389, 4.901928, 4.90116, 4.89405, 4.91293, 4.954578]",1702759362254,True,0.1182463999997708
4,16,8,1,10,1,1,1,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,40.101474,"[40.243758, 40.137307, 40.134468, 40.146439, 40.05435, 40.115959, 40.100208, 40.065389, 40.111649, 40.083429]",1702759364883,True,1.2516275000001769
32,4,8,32,6,2,1,0,0,"(2, 3, 0, 1, 4)",hpclab63.idi.ntnu.no,20.032979,"[20.025515, 20.040443, 20.427561, 20.195913, 20.173623, 20.055515, 19.905606, 19.858196, 19.861256, 19.971385]",1702759366516,True,0.45787579999960143
2,4,4,8,14,0,0,1,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,3.110738,"[3.337616, 3.148627, 3.170136, 3.093898, 3.107789, 3.095469, 3.120688, 3.113687, 3.094759, 3.097929]",1702759367293,True,0.13260120000049938
2,16,32,4,16,2,1,1,0,"(2, 3, 0, 1, 4)",hpclab19.idi.ntnu.no,636.3569655,"[636.09794, 636.843342, 636.07356, 633.271716, 632.244384, 639.237365, 637.709843, 636.26514, 638.067684, 636.448791]",1702759406278,True,14.751998900000036
512,4,16,256,16,0,0,0,0,"(0, 3, 2, 1, 4)",hpclab19.idi.ntnu.no,10.3447995,"[8.187991, 7.948751, 7.851481, 7.868991, 7.840861, 7.815562, 7.829111, 7.788291, 7.795041, 7.765402]",1702759407357,True,0.23001289999992877
8,8,32,128,2,2,1,1,0,"(0, 3, 2, 1, 4)",hpclab19.idi.ntnu.no,25.0416655,"[25.051686, 25.036696, 25.037965, 25.137057, 25.049655, 25.110185, 25.029667, 25.104855, 25.066856, 25.098027]",1702759409232,True,0.5964917000001151
1024,2,4,8,10,1,1,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,4.757497000000001,"[5.258177, 4.753158, 4.728576, 4.720216, 4.719896, 4.798817, 4.750437, 4.738056, 4.769517, 4.742367]",1702759410107,True,0.16624809999993886
1024,16,4,1,6,0,1,1,0,"(2, 1, 3, 0, 4)",hpclab19.idi.ntnu.no,9.9242245,"[10.028144, 9.867385, 10.050274, 9.843585, 10.043844, 9.851463, 10.017206, 10.028813, 10.039505, 10.028283]",1702759411247,True,0.238159099999757
128,8,4,32,16,2,1,0,0,"(0, 3, 2, 1, 4)",hpclab19.idi.ntnu.no,2.781634,"[3.671864, 3.100615, 2.252554, 2.674974, 2.510453, 2.270054, 2.977594, 2.577133, 2.255213, 2.698854]",1702759412024,True,0.101334499999939
256,32,16,8,12,1,1,1,0,"(3, 0, 2, 1, 4)",hpclab19.idi.ntnu.no,40.521557,"[40.687039, 40.591967, 40.587848, 40.394718, 40.568889, 40.606758, 40.484167, 40.562189, 40.491978, 40.464267]",1702759414687,True,0.9487195000005159
512,2,4,16,14,0,1,0,0,"(3, 1, 0, 2, 4)",hpclab19.idi.ntnu.no,9.808189,"[9.755054, 9.806674, 9.893294, 9.617384, 9.809704, 9.620844, 9.812294, 9.937925, 9.946934, 9.791224]",1702759415818,True,0.23632959999995365
2,8,4,2,2,1,0,1,0,"(2, 1, 3, 0, 4)",hpclab19.idi.ntnu.no,35.575316,"[35.487431, 35.744091, 35.566911, 35.556612, 35.65857, 35.910802, 35.47349, 35.751073, 35.51633, 35.54548]",1702759418226,True,0.8328351000000112
128,16,4,32,16,1,1,1,0,"(1, 2, 3, 0, 4)",hpclab19.idi.ntnu.no,10.0189495,"[9.994055, 10.034914, 9.847114, 10.031205, 9.901674, 10.074875, 9.849874, 10.068744, 10.012245, 10.038514]",1702759419365,True,0.23394030000017665
8,16,2,4,6,1,0,0,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,3.7048125,"[3.918143, 3.716893, 3.717553, 3.723103, 3.702062, 3.719783, 3.707753, 3.702202, 3.720923, 3.709873]",1702759374584,True,0.15636699999959092
4,2,16,32,14,0,0,0,0,"(1, 3, 2, 0, 4)",hpclab61.idi.ntnu.no,39.8111395,"[39.856561, 40.342039, 39.4921, 40.08488, 39.911849, 39.6732, 39.76694, 39.618808, 40.67613, 39.46312]",1702759377209,True,1.0073971999998321
512,4,4,2,12,1,1,0,0,"(3, 2, 1, 0, 4)",hpclab61.idi.ntnu.no,10.5683535,"[10.695547, 10.575238, 10.567147, 10.573968, 10.569218, 10.567489, 10.567327, 10.573638, 10.564188, 10.566147]",1702759378364,True,0.3096457999999984
64,16,8,16,16,2,0,1,0,"(0, 3, 2, 1, 4)",hpclab61.idi.ntnu.no,3.2468025,"[4.935374, 4.495903, 4.366593, 3.436243, 4.299143, 2.960912, 3.120262, 3.239313, 2.902532, 3.146652]",1702759379164,True,0.12981349999972736
128,8,32,32,8,1,0,0,0,"(3, 0, 1, 2, 4)",hpclab61.idi.ntnu.no,79.4747995,"[79.577569, 79.680869, 79.683769, 79.62984, 79.634919, 79.829629, 79.69394, 79.667109, 79.723469, 79.762021]",1702759383774,True,2.0680326999994576
8,4,2,32,6,1,1,0,0,"(2, 3, 0, 1, 4)",hpclab61.idi.ntnu.no,5.012034,"[5.140203, 4.990224, 5.005914, 4.974773, 5.008034, 4.982503, 4.997694, 4.978534, 5.007373, 5.269916]",1702759384679,True,0.14796449999994365
4,4,4,32,2,2,0,1,0,"(1, 3, 2, 0, 4)",hpclab61.idi.ntnu.no,9.448212,"[9.425216, 9.384827, 9.450447, 9.418457, 9.437738, 9.383697, 9.430407, 9.690887, 9.450557, 9.432496]",1702759385767,True,0.23997779999990598
32,4,4,128,14,0,0,1,0,"(3, 0, 2, 1, 4)",hpclab61.idi.ntnu.no,10.0575535,"[10.193639, 10.211217, 10.089758, 10.135387, 9.997157, 10.038297, 10.201459, 10.074568, 10.045237, 10.062047]",1702759386900,True,0.3023768999999447
64,32,8,8,14,2,1,1,0,"(3, 2, 1, 0, 4)",hpclab61.idi.ntnu.no,19.6362895,"[19.798404, 19.600144, 19.613476, 19.526824, 19.591364, 19.576546, 19.546224, 19.638014, 19.594116, 19.565284]",1702759388521,True,0.5496572999996715
2,2,8,4,2,2,0,0,0,"(0, 2, 1, 3, 4)",hpclab61.idi.ntnu.no,6.313074,"[6.363804, 6.408055, 6.344014, 6.334385, 6.323895, 6.316635, 6.342525, 6.316384, 6.321605, 6.300714]",1702759389426,True,0.178845100000035
128,2,4,1,8,1,0,0,0,"(2, 0, 3, 1, 4)",hpclab62.idi.ntnu.no,1.450282,"[1.676237, 1.478277, 1.506707, 1.438317, 1.445737, 1.465017, 1.442507, 1.442057, 1.454347, 1.446217]",1702759374498,True,0.05663769999991928
512,32,2,32,16,2,1,1,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,4.2480665,"[5.337309, 4.132922, 4.334843, 4.202102, 4.209302, 4.270812, 4.215821, 4.201513, 4.195282, 4.294271]",1702759375316,True,0.16264420000006793
64,4,16,64,8,1,1,1,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,3.3322585,"[4.99859, 3.731042, 3.398395, 3.353573, 3.329414, 3.328933, 3.308993, 3.272994, 3.254025, 3.262943]",1702759376095,True,0.11568770000012592
8,2,8,128,8,0,0,0,0,"(3, 0, 2, 1, 4)",hpclab62.idi.ntnu.no,19.532408,"[19.422033, 19.833022, 19.708542, 19.611313, 19.106513, 19.985202, 19.641282, 19.372503, 19.453503, 19.067443]",1702759377717,True,0.4988557000000583
8,2,2,2,4,1,0,1,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,11.6032465,"[12.803735, 11.688108, 11.640789, 11.622206, 11.633388, 11.584287, 11.581729, 11.435939, 11.499767, 11.498999]",1702759378911,True,0.3160420000000158
8,8,16,8,2,2,0,0,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,10.3031455,"[10.270721, 10.28308, 10.284952, 10.2689, 10.256071, 10.273689, 10.268371, 10.26976, 10.256751, 10.29291]",1702759380053,True,0.2656021000002511
16,8,8,32,4,2,0,1,0,"(2, 3, 1, 0, 4)",hpclab62.idi.ntnu.no,17.915831,"[17.917676, 17.845816, 17.923145, 17.875156, 17.881796, 18.117605, 17.943426, 18.098676, 17.904326, 17.837416]",1702759381589,True,0.43796719999991185
2,2,2,8,2,2,0,0,0,"(1, 2, 3, 0, 4)",hpclab62.idi.ntnu.no,4.948715,"[4.9512, 4.9456, 4.947912, 4.9557, 4.9446, 4.93002, 4.939912, 4.92811, 4.95099, 4.94811]",1702759382462,True,0.11522380000023986
256,4,16,128,14,0,1,0,0,"(3, 1, 2, 0, 4)",hpclab62.idi.ntnu.no,39.3733245,"[39.260145, 39.371134, 39.483955, 39.352865, 39.341264, 39.329435, 39.390245, 39.387534, 39.383225, 39.479505]",1702759385065,True,0.8757114999996702
1024,32,32,1,8,0,1,0,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,2.135171,"[2.482476, 2.170906, 2.145616, 2.132776, 2.131486, 2.127555, 2.127116, 2.117316, 2.134595, 2.132836]",1702759385804,True,0.08161810000019613
512,32,32,1,2,1,1,0,0,"(3, 0, 2, 1, 4)",hpclab63.idi.ntnu.no,84.90639949999999,"[85.049279, 85.087447, 85.061407, 85.067887, 85.087518, 85.016008, 85.007188, 85.052178, 85.076309, 85.024127]",1702759378688,True,1.9457199999997101
2,8,8,8,6,2,1,0,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,17.614189500000002,"[17.5735, 17.674678, 17.769108, 17.613719, 17.357483, 17.696778, 17.670979, 17.344202, 17.751758, 18.126184]",1702759380162,True,0.47098240000000013
4,16,16,64,10,1,1,1,0,"(2, 3, 0, 1, 4)",hpclab63.idi.ntnu.no,141.922104,"[141.721236, 142.399469, 141.28781, 141.37436, 141.650196, 141.854905, 143.482878, 141.576547, 142.005113, 141.468739]",1702759387889,True,3.1701089
32,8,32,16,16,1,1,0,0,"(3, 0, 2, 1, 4)",hpclab63.idi.ntnu.no,78.7758775,"[78.101849, 78.587143, 79.129779, 78.318635, 78.713943, 78.735154, 78.306686, 78.758563, 78.625504, 78.622344]",1702759392462,True,1.7557074999999998
64,16,4,4,14,0,1,1,0,"(3, 0, 2, 1, 4)",hpclab63.idi.ntnu.no,9.8176995,"[9.737631, 9.72537, 9.777439, 9.623353, 9.835279, 9.794531, 9.599931, 9.77271, 9.771029, 9.845579]",1702759393583,True,0.22227700000000822
16,2,8,2,6,1,0,1,0,"(3, 2, 1, 0, 4)",hpclab63.idi.ntnu.no,19.500680000000003,"[19.574, 19.53833, 19.4149, 19.448141, 19.690937, 19.44643, 19.442511, 19.55049, 19.52586, 19.4755]",1702759395189,True,0.4383011999999951
128,16,4,256,4,2,0,0,0,"(3, 1, 2, 0, 4)",hpclab63.idi.ntnu.no,9.7889245,"[9.852948, 9.739941, 9.831499, 9.75176, 9.8372, 9.74134, 9.826089, 9.719979, 9.86118, 9.7249]",1702759396312,True,0.23114800000000174
256,8,8,4,14,2,0,1,0,"(2, 1, 3, 0, 4)",hpclab63.idi.ntnu.no,19.8625805,"[19.815766, 19.849047, 19.853537, 19.851256, 19.910136, 19.986396, 19.921486, 20.013933, 19.961825, 19.979845]",1702759397942,True,0.44872870000000376
32,4,4,4,2,0,1,1,0,"(0, 2, 3, 1, 4)",hpclab63.idi.ntnu.no,9.725729,"[11.129175, 10.461553, 9.584841, 10.065196, 9.528593, 9.61334, 9.593372, 9.578181, 9.807421, 9.906438]",1702759399053,True,0.22948489999999994
1024,2,16,128,8,0,0,0,0,"(0, 2, 3, 1, 4)",hpclab63.idi.ntnu.no,10.2737945,"[10.388873, 10.257435, 10.257945, 10.259755, 10.71336, 10.261714, 10.262816, 10.253654, 10.274454, 10.264726]",1702759400187,True,0.2670806000000027
1024,8,32,8,6,1,1,1,0,"(2, 1, 3, 0, 4)",hpclab19.idi.ntnu.no,79.6251145,"[79.688983, 79.558925, 79.562134, 79.498423, 79.619035, 79.568653, 79.580134, 79.553624, 79.475843, 79.602703]",1702759423992,True,1.8263718999998673
1024,8,4,256,16,2,1,1,0,"(2, 3, 0, 1, 4)",hpclab19.idi.ntnu.no,10.33568,"[10.250955, 10.294684, 10.163554, 10.426295, 10.290015, 10.955856, 10.339045, 10.290154, 10.430676, 10.319694]",1702759425143,True,0.24575450000011187
8,2,32,2,8,2,1,1,0,"(0, 2, 3, 1, 4)",hpclab19.idi.ntnu.no,9.4890835,"[10.008925, 9.608444, 9.498773, 9.497454, 9.460874, 9.444183, 9.695304, 9.444954, 9.480713, 9.447844]",1702759426244,True,0.3046016000000236
256,4,8,32,8,0,0,0,0,"(2, 0, 1, 3, 4)",hpclab19.idi.ntnu.no,2.774719,"[4.082536, 2.969664, 2.774593, 2.793244, 2.774845, 2.776974, 2.761713, 2.758035, 2.773274, 2.769823]",1702759426984,True,0.10066770000012185
1024,8,4,8,4,0,1,0,0,"(1, 0, 2, 3, 4)",hpclab19.idi.ntnu.no,3.3041195,"[4.504677, 3.427774, 3.376815, 3.403515, 3.384435, 3.385144, 3.398546, 3.512924, 3.391286, 3.402614]",1702759427763,True,0.11423360000007961
32,16,4,2,8,0,0,0,0,"(0, 2, 1, 3, 4)",hpclab19.idi.ntnu.no,1.4726125,"[2.520343, 1.743032, 1.530592, 1.505962, 1.488933, 1.456292, 1.439321, 1.455742, 1.432813, 1.431832]",1702759428455,True,0.06790880000007746
1024,4,32,2,12,2,1,1,0,"(3, 1, 0, 2, 4)",hpclab19.idi.ntnu.no,74.896668,"[74.882007, 74.882207, 75.526229, 74.920907, 74.867487, 74.904177, 74.922717, 74.905027, 74.889159, 74.855077]",1702759432842,True,1.7445660999997927
32,16,16,1,16,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab19.idi.ntnu.no,1.5980575,"[2.775203, 1.783453, 1.585373, 1.575972, 1.560632, 1.580462, 1.577883, 1.568962, 1.567803, 1.552723]",1702759433538,True,0.07237779999995837
4,16,4,4,16,2,1,0,0,"(1, 2, 3, 0, 4)",hpclab19.idi.ntnu.no,36.3135725,"[36.401382, 36.482852, 36.186443, 36.162891, 36.026142, 36.329421, 36.248452, 36.301743, 36.325402, 36.902693]",1702759435985,True,0.8568342999999004
1024,16,16,16,2,2,0,1,0,"(0, 1, 3, 2, 4)",hpclab19.idi.ntnu.no,17.154004999999998,"[17.160406, 17.182893, 17.156965, 17.110124, 17.168714, 17.112075, 17.151045, 17.140785, 17.199004, 17.132464]",1702759437479,True,0.40799740000002205
256,4,8,64,16,1,0,1,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,2.7182425,"[3.106662, 2.901732, 2.696882, 2.682432, 2.681192, 2.806872, 2.777672, 2.696422, 2.951462, 2.767752]",1702759420149,True,0.11197689999971772
2,32,16,8,12,1,1,1,0,"(3, 0, 1, 2, 4)",hpclab61.idi.ntnu.no,630.783322,"[631.840584, 630.837401, 629.617802, 629.905341, 630.114422, 629.321012, 632.095482, 631.797364, 631.270473, 630.861621]",1702759452292,True,15.848812600000382
1024,8,16,64,2,0,1,1,0,"(3, 1, 2, 0, 4)",hpclab61.idi.ntnu.no,39.1148195,"[40.5256, 40.471501, 40.468619, 40.462121, 40.458831, 40.47021, 40.46419, 40.47296, 40.465691, 40.472581]",1702759454889,True,1.0179070000005594
256,16,32,32,8,1,1,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,2.5870015,"[2.932632, 2.630742, 2.624062, 2.561312, 2.595442, 2.603572, 2.525022, 2.612492, 2.580341, 2.612002]",1702759455618,True,0.10429449999937787
8,8,4,64,4,0,1,1,0,"(2, 1, 3, 0, 4)",hpclab61.idi.ntnu.no,9.060722,"[9.117707, 9.125077, 9.011666, 9.021926, 9.162957, 9.063287, 9.051917, 9.078966, 9.058157, 9.016396]",1702759456694,True,0.2412443000001076
1024,4,16,32,6,2,0,0,0,"(3, 2, 1, 0, 4)",hpclab61.idi.ntnu.no,38.965263500000006,"[39.08453, 39.10147, 38.956219, 38.951918, 38.94513, 38.95002, 38.958899, 38.951008, 38.95049, 38.94518]",1702759459277,True,1.033526599999459
256,32,32,16,4,1,0,1,0,"(3, 1, 2, 0, 4)",hpclab61.idi.ntnu.no,77.539147,"[77.899129, 77.728918, 77.702737, 77.719949, 77.705038, 77.760799, 77.752038, 77.745409, 77.739427, 77.725899]",1702759463790,True,1.9771820000001754
32,8,16,64,16,2,0,1,0,"(1, 3, 2, 0, 4)",hpclab61.idi.ntnu.no,39.9627205,"[40.160051, 40.19619, 39.815599, 39.85555, 39.89013, 40.055821, 40.332909, 39.86594, 39.998911, 39.89702]",1702759466428,True,1.1082037000000127
16,2,16,4,14,1,1,0,0,"(2, 0, 1, 3, 4)",hpclab61.idi.ntnu.no,2.2974870000000003,"[3.106222, 2.340641, 2.286712, 2.288132, 2.261731, 2.272402, 2.272362, 2.265941, 2.269222, 2.259263]",1702759467158,True,0.09518689999968047
2,4,2,128,16,0,1,0,0,"(2, 0, 1, 3, 4)",hpclab61.idi.ntnu.no,4.651657999999999,"[7.399206, 5.183313, 4.742394, 4.642643, 4.661524, 4.610923, 4.667093, 5.033674, 4.671815, 4.668444]",1702759468003,True,0.21336340000052587
32,32,4,1,14,2,0,1,0,"(3, 0, 1, 2, 4)",hpclab62.idi.ntnu.no,10.028566,"[10.285359, 10.079932, 10.11402, 10.053161, 9.9672, 9.993932, 10.09042, 10.107941, 9.9446, 9.952442]",1702759420490,True,0.27974170000015874
8,2,2,16,16,2,0,0,0,"(3, 0, 2, 1, 4)",hpclab62.idi.ntnu.no,4.8187965,"[4.94211, 4.880342, 4.730091, 4.66256, 4.84208, 4.831702, 4.832321, 4.7576, 4.82187, 4.818702]",1702759421369,True,0.12030630000008387
2,32,2,8,12,0,1,1,0,"(3, 1, 2, 0, 4)",hpclab62.idi.ntnu.no,80.223626,"[79.656028, 80.273187, 80.241466, 80.273877, 80.588906, 79.820018, 79.904047, 80.526016, 80.110257, 79.894038]",1702759426029,True,1.9248318000001745
256,8,32,2,10,0,1,0,0,"(2, 1, 0, 3, 4)",hpclab62.idi.ntnu.no,5.2513355,"[6.942616, 5.387369, 5.26989, 5.24743, 5.25652, 5.233739, 5.208551, 5.19085, 5.230929, 5.475899]",1702759426899,True,0.17699279999978898
2,4,2,32,6,2,0,0,0,"(0, 2, 3, 1, 4)",hpclab62.idi.ntnu.no,3.7971725,"[3.869892, 3.729533, 3.794444, 3.755842, 3.779573, 3.955072, 3.752393, 3.690894, 3.750123, 3.782992]",1702759427714,True,0.13573670000005222
2,2,2,128,12,2,1,0,0,"(2, 1, 0, 3, 4)",hpclab62.idi.ntnu.no,2.383666,"[4.254522, 3.380733, 2.463705, 2.347816, 2.353356, 2.286536, 2.413976, 2.346945, 2.437655, 2.338945]",1702759428443,True,0.1017068000001018
2,4,2,64,6,2,1,0,0,"(3, 2, 1, 0, 4)",hpclab62.idi.ntnu.no,10.082337,"[10.192069, 10.084632, 9.97804, 10.263291, 10.04829, 9.952191, 10.01313, 10.176882, 10.153299, 10.080042]",1702759429564,True,0.26699210000006135
8,32,16,2,4,1,0,0,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,44.672114,"[49.972734, 45.624212, 45.071955, 45.194073, 44.870904, 44.359155, 44.449644, 44.267017, 44.444874, 44.260495]",1702759432425,True,1.1770219000001816
8,8,4,2,10,1,1,0,0,"(0, 2, 1, 3, 4)",hpclab62.idi.ntnu.no,2.2210255,"[2.769945, 2.228306, 2.221676, 2.211735, 2.217976, 2.220375, 2.208506, 2.225076, 2.209165, 2.223586]",1702759433137,True,0.09012129999973695
8,16,4,1,2,2,1,0,0,"(3, 2, 0, 1, 4)",hpclab62.idi.ntnu.no,19.790317,"[19.887862, 19.648092, 19.699822, 20.027642, 19.679242, 19.811932, 19.696902, 19.903172, 19.800622, 19.780012]",1702759434744,True,0.4606894000000466
64,4,2,4,14,1,1,0,0,"(0, 3, 1, 2, 4)",hpclab63.idi.ntnu.no,1.4808295,"[2.798841, 2.024599, 1.778682, 1.704802, 1.616853, 1.431015, 1.345206, 1.371156, 1.390266, 1.388315]",1702759420096,True,0.070919200000003
16,32,4,32,12,1,0,0,0,"(2, 0, 1, 3, 4)",hpclab63.idi.ntnu.no,5.037558499999999,"[5.96773, 5.038379, 5.030697, 5.025769, 5.018199, 5.025857, 5.022699, 5.005959, 4.98822, 5.029747]",1702759420943,True,0.1986882000000037
4,16,16,2,12,1,1,0,0,"(0, 2, 3, 1, 4)",hpclab63.idi.ntnu.no,28.691781,"[28.840245, 28.768414, 28.706635, 28.677547, 28.686385, 28.724347, 28.683455, 28.705765, 28.628818, 28.667195]",1702759422989,True,0.9434357000000091
32,32,2,32,2,1,1,1,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,7.163069999999999,"[7.519882, 7.272576, 7.306666, 7.149415, 7.117357, 7.142305, 7.213397, 7.150147, 7.176155, 7.168798]",1702759423944,True,0.18378099999999903
128,2,32,2,16,0,0,1,0,"(2, 0, 3, 1, 4)",hpclab63.idi.ntnu.no,4.561538499999999,"[4.738502, 4.592763, 4.595093, 4.569272, 4.519644, 4.583193, 4.596822, 4.593402, 4.575943, 4.578024]",1702759424786,True,0.177288800000008
8,4,2,64,10,2,1,1,0,"(1, 2, 3, 0, 4)",hpclab63.idi.ntnu.no,6.675936,"[4.974839, 4.826069, 4.830351, 4.84654, 4.840489, 4.86009, 4.801881, 4.848451, 4.870629, 4.85892]",1702759425730,True,0.13706260000000156
1024,2,4,128,16,2,1,0,0,"(2, 1, 0, 3, 4)",hpclab63.idi.ntnu.no,25.178466,"[29.858933, 26.739346, 25.768285, 25.447039, 25.103813, 25.013643, 24.824496, 25.043053, 24.861935, 24.730618]",1702759427620,True,0.7633440000000065
2,4,2,256,4,1,0,0,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,3.6545575,"[4.123018, 3.81351, 3.745621, 3.649663, 3.653853, 3.675332, 3.652042, 3.658731, 3.649343, 3.644803]",1702759428423,True,0.12921689999999444
